number,description,parent_code,level
0212015.08,Omrekeningsverschillen schepen,,5
0212015.09,Overboekingen schepen,,5
0212015.10,Overige mutaties schepen,,5
0212020.01,Beginbalans (overname eindsaldo vorig jaar) schepen,,5
0212020.02,Afschrijvingen schepen,,5
0212020.03,Afschrijving op desinvesteringen schepen,,5
0212020.04,Bijzondere waardeverminderingen schepen,,5
0212020.05,Terugneming van bijzondere waardeverminderingen schepen,,5
0212030.01,Beginbalans (overname eindsaldo vorig jaar) schepen,,5
0212030.02,Herwaarderingen schepen,,5
0212030.03,Afschrijving herwaarderingen schepen,,5
0212030.04,Desinvestering herwaarderingen schepen,,5
0221010.01,Beginbalans (overname eindsaldo vorig jaar) meerjaren plantopstand,,5
0221010.02,Investeringen meerjaren plantopstand,,5
0221010.05,Verwervingen via fusies en overnames meerjaren plantopstand,,5
0221010.06,Desinvesteringen meerjaren plantopstand,,5
0221010.07,Afstotingen meerjaren plantopstand,,5
0221010.08,Omrekeningsverschillen meerjaren plantopstand,,5
0221010.09,Overboekingen meerjaren plantopstand,,5
0221010.10,Overige mutaties meerjaren plantopstand,,5
0221020.01,Beginbalans (overname eindsaldo vorig jaar) meerjaren plantopstand,,5
0221020.02,Afschrijvingen meerjaren plantopstand,,5
0221020.03,Afschrijving op desinvesteringen meerjaren plantopstand,,5
0221020.04,Bijzondere waardeverminderingen meerjaren plantopstand,,5
0221020.05,Terugneming van bijzondere waardeverminderingen meerjaren plantopstand,,5
0221030.01,Beginbalans (overname eindsaldo vorig jaar) meerjaren plantopstand,,5
0221030.02,Herwaarderingen meerjaren plantopstand,,5
0221030.03,Afschrijving herwaarderingen meerjaren plantopstand,,5
0221030.04,Desinvestering herwaarderingen meerjaren plantopstand,,5
0222010.01,Beginbalans (overname eindsaldo vorig jaar) gebruiksvee,,5
0222010.02,Investeringen gebruiksvee,,5
0222010.05,Verwervingen via fusies en overnames gebruiksvee,,5
0222010.06,Desinvesteringen gebruiksvee,,5
0222010.07,Afstotingen gebruiksvee,,5
0222010.08,Omrekeningsverschillen gebruiksvee,,5
0222010.09,Overboekingen gebruiksvee,,5
0222010.10,Overige mutaties gebruiksvee,,5
0222020.01,Beginbalans (overname eindsaldo vorig jaar) gebruiksvee,,5
0222020.02,Afschrijvingen gebruiksvee,,5
0222020.03,Afschrijving op desinvesteringen gebruiksvee,,5
0222020.04,Bijzondere waardeverminderingen gebruiksvee,,5
0222020.05,Terugneming van bijzondere waardeverminderingen gebruiksvee,,5
0222030.01,Beginbalans (overname eindsaldo vorig jaar) gebruiksvee,,5
0222030.02,Herwaarderingen gebruiksvee,,5
0222030.03,Afschrijving herwaarderingen gebruiksvee,,5
0222030.04,Desinvestering herwaarderingen gebruiksvee,,5
0216010.01,Beginbalans (overname eindsaldo vorig jaar) vaste bedrijfsmiddelen in uitvoering,,5
0216010.02,Investeringen vaste bedrijfsmiddelen in uitvoering,,5
0216010.05,Verwervingen via fusies en overnames vaste bedrijfsmiddelen in uitvoering,,5
0216010.06,Desinvesteringen vaste bedrijfsmiddelen in uitvoering,,5
0216010.07,Afstotingen vaste bedrijfsmiddelen in uitvoering,,5
0216010.08,Omrekeningsverschillen vaste bedrijfsmiddelen in uitvoering,,5
0216010.09,Overboekingen vaste bedrijfsmiddelen in uitvoering,,5
0216010.10,Overige mutaties vaste bedrijfsmiddelen in uitvoering,,5
0216015.01,Beginbalans (overname eindsaldo vorig jaar) vaste bedrijfsmiddelen in uitvoering,,5
0216015.02,Investeringen vaste bedrijfsmiddelen in uitvoering,,5
0216015.05,Verwervingen via fusies en overnames vaste bedrijfsmiddelen in uitvoering,,5
0216015.06,Desinvesteringen vaste bedrijfsmiddelen in uitvoering,,5
0216015.07,Afstotingen vaste bedrijfsmiddelen in uitvoering,,5
0216015.08,Omrekeningsverschillen vaste bedrijfsmiddelen in uitvoering,,5
0216015.09,Overboekingen vaste bedrijfsmiddelen in uitvoering,,5
0216015.10,Overige mutaties vaste bedrijfsmiddelen in uitvoering,,5
0216020.01,Beginbalans (overname eindsaldo vorig jaar) vaste bedrijfsmiddelen in uitvoering,,5
0216020.02,Afschrijvingen vaste bedrijfsmiddelen in uitvoering,,5
0216020.03,Afschrijving op desinvesteringen vaste bedrijfsmiddelen in uitvoering,,5
0216020.04,Bijzondere waardeverminderingen vaste bedrijfsmiddelen in uitvoering,,5
0216020.05,Terugneming van bijzondere waardeverminderingen vaste bedrijfsmiddelen in uitvoering,,5
0216030.01,Beginbalans (overname eindsaldo vorig jaar) vaste bedrijfsmiddelen in uitvoering,,5
0216030.02,Herwaarderingen vaste bedrijfsmiddelen in uitvoering,,5
0216030.03,Afschrijving herwaarderingen vaste bedrijfsmiddelen in uitvoering,,5
0216030.04,Desinvestering herwaarderingen vaste bedrijfsmiddelen in uitvoering,,5
0216110.01,Beginbalans (overname eindsaldo vorig jaar) vooruitbetalingen op materiële vaste activa,,5
0216110.02,Investeringen vooruitbetalingen op materiële vaste activa,,5
0216110.05,Verwervingen via fusies en overnames vooruitbetalingen op materiële vaste activa,,5
0216110.06,Desinvesteringen vooruitbetalingen op materiële vaste activa,,5
0216110.07,Afstotingen vooruitbetalingen op materiële vaste activa,,5
0216110.08,Omrekeningsverschillen vooruitbetalingen op materiële vaste activa,,5
0216110.09,Overboekingen vooruitbetalingen op materiële vaste activa,,5
0216110.10,Overige mutaties vooruitbetalingen op materiële vaste activa,,5
0216115.01,Beginbalans (overname eindsaldo vorig jaar) vooruitbetalingen op materiële vaste activa,,5
0216115.02,Investeringen vooruitbetalingen op materiële vaste activa,,5
0216115.05,Verwervingen via fusies en overnames vooruitbetalingen op materiële vaste activa,,5
0216115.06,Desinvesteringen vooruitbetalingen op materiële vaste activa,,5
0216115.07,Afstotingen vooruitbetalingen op materiële vaste activa,,5
0216115.08,Omrekeningsverschillen vooruitbetalingen op materiële vaste activa,,5
0216115.09,Overboekingen vooruitbetalingen op materiële vaste activa,,5
0216115.10,Overige mutaties vooruitbetalingen op materiële vaste activa,,5
0216120.01,Beginbalans (overname eindsaldo vorig jaar) vooruitbetalingen op materiële vaste activa,,5
0216120.02,Afschrijvingen vooruitbetalingen op materiële vaste activa,,5
0216120.03,Afschrijving op desinvesteringen vooruitbetalingen op materiële vaste activa,,5
0216120.04,Bijzondere waardeverminderingen vooruitbetalingen op materiële vaste activa,,5
0216120.05,Terugneming van bijzondere waardeverminderingen vooruitbetalingen op materiële vaste activa,,5
0216130.01,Beginbalans (overname eindsaldo vorig jaar) vooruitbetalingen op materiële vaste activa,,5
0216130.02,Herwaarderingen vooruitbetalingen op materiële vaste activa,,5
0216130.03,Afschrijving herwaarderingen vooruitbetalingen op materiële vaste activa,,5
0216130.04,Desinvestering herwaarderingen vooruitbetalingen op materiële vaste activa,,5
0217010.01,Beginbalans (overname eindsaldo vorig jaar) niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217010.02,Investeringen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217010.05,Verwervingen via fusies en overnames niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217010.06,Desinvesteringen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217010.07,Afstotingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217010.08,Omrekeningsverschillen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217010.09,Overboekingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217010.10,Overige mutaties niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217015.01,Beginbalans (overname eindsaldo vorig jaar) niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217015.02,Investeringen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217015.05,Verwervingen via fusies en overnames niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217015.06,Desinvesteringen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217015.07,Afstotingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217015.08,Omrekeningsverschillen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217015.09,Overboekingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217015.10,Overige mutaties niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217020.01,Beginbalans (overname eindsaldo vorig jaar) niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217020.02,Afschrijvingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217020.03,Afschrijving op desinvesteringen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217020.04,Bijzondere waardeverminderingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217020.05,Terugneming van bijzondere waardeverminderingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217030.01,Beginbalans (overname eindsaldo vorig jaar) niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217030.02,Herwaarderingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0217030.03,Afschrijving herwaarderingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0204020.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0217030.04,Desinvestering herwaarderingen niet aan de bedrijfsuitoefening dienstbare materiële vaste activa,,5
0218010.01,Beginbalans (overname eindsaldo vorig jaar)  ten dienste van de exploitatie,,5
0218010.02,Investeringen  ten dienste van de exploitatie,,5
0218010.05,Verwervingen via fusies en overnames  ten dienste van de exploitatie,,5
0218010.06,Desinvesteringen  ten dienste van de exploitatie,,5
0218010.07,Afstotingen  ten dienste van de exploitatie,,5
0218010.11,Herclassificatie  ten dienste van de exploitatie,,5
0218010.08,Omrekeningsverschillen  ten dienste van de exploitatie,,5
0218010.09,Overboekingen  ten dienste van de exploitatie,,5
0218010.10,Overige mutaties  ten dienste van de exploitatie,,5
0218015.01,Beginbalans (overname eindsaldo vorig jaar)  ten dienste van de exploitatie,,5
0218015.02,Investeringen  ten dienste van de exploitatie,,5
0218015.05,Verwervingen via fusies en overnames  ten dienste van de exploitatie,,5
0218015.06,Desinvesteringen  ten dienste van de exploitatie,,5
0218015.07,Afstotingen  ten dienste van de exploitatie,,5
0218015.08,Omrekeningsverschillen  ten dienste van de exploitatie,,5
0218015.09,Overboekingen  ten dienste van de exploitatie,,5
0218015.10,Overige mutaties  ten dienste van de exploitatie,,5
0218020.01,Beginbalans (overname eindsaldo vorig jaar)  ten dienste van de exploitatie,,5
0218020.02,Afschrijvingen niet aan de bedrijfsuitoefening  ten dienste van de exploitatie,,5
0218020.03,Afschrijving op desinvesteringen  ten dienste van de exploitatie,,5
0218020.04,Bijzondere waardeverminderingen  ten dienste van de exploitatie,,5
0218020.05,Terugneming van bijzondere waardeverminderingen  ten dienste van de exploitatie,,5
0218020.06,Overige mutaties afschrijvingen  ten dienste van de exploitatie,,5
0218030.01,Beginbalans (overname eindsaldo vorig jaar)  ten dienste van de exploitatie,,5
0218030.02,Herwaarderingen  ten dienste van de exploitatie,,5
0218030.03,Afschrijving herwaarderingen  ten dienste van de exploitatie,,5
0218030.04,Desinvestering herwaarderingen  ten dienste van de exploitatie,,5
0218030.05,Overige mutaties herwaarderingen  ten dienste van de exploitatie,,5
0204010.01,Beginbalans (overname eindsaldo vorig jaar) vastgoedbeleggingen in ontwikkeling,,5
0204010.02,Initiële verkrijgingen ,,5
0204010.03,Investeringen,,5
0204010.04,Inbreng vanuit vastgoed in exploitatie,,5
0204010.15,Oplevering naar vastgoed in exploitatie,,5
0204010.11,Uitgaven na eerste waardering ,,5
0204010.05,Investeringen door overnames ,,5
0204010.12,Herclassificaties van en naar vastgoed verkocht onder voorwaarden,,5
0204010.06,Desinvesteringen ,,5
0204010.13,Afstotingen,,5
0204010.08,Omrekeningsverschillen ,,5
0204010.09,Overboekingen ,,5
0204010.10,Overige mutaties ,,5
0204015.01,Beginbalans (overname eindsaldo vorig jaar) vastgoedbeleggingen in ontwikkeling,,5
0204015.02,Initiële verkrijgingen ,,5
0204015.11,Uitgaven na eerste waardering ,,5
0204015.05,Investeringen door overnames ,,5
0204015.12,Herclassificaties van en naar vastgoed verkocht onder voorwaarden,,5
0204015.06,Desinvesteringen ,,5
0204015.13,Afstotingen,,5
0204015.08,Omrekeningsverschillen ,,5
0204015.09,Overboekingen ,,5
0204015.10,Overige mutaties ,,5
0204020.03,Afschrijving op desinvesteringen ,,5
0204020.09,Overboeking investeringen naar voorziening (onttrekking),,5
0204020.10,Oplevering naar vastgoed in exploitatie,,5
0204020.04,Bijzondere waardeverminderingen ,,5
0204020.05,Terugneming van bijzondere waardeverminderingen ,,5
0204020.06,Overboeking van waardevermindering,,5
0204020.07,Desinvestering van waardevermindering,,5
0204020.08,Overige mutaties waardevermindering,,5
0204030.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0204030.02,Resultaat als gevolg van aanpassingen van de reële waarde ,,5
0204030.03,Herwaarderingen commercieel vastgoed in exploitatie,,5
0204030.04,Desinvestering herwaarderingen,,5
0204030.05,Effecten stelselwijziging,,5
0205010.01,Beginbalans (overname eindsaldo vorig jaar) vastgoedbeleggingen in exploitatie,,5
0205010.02,Initiële verkrijgingen ,,5
0205010.15,Overboekingen van vastgoed in ontwikkeling,,5
0205010.11,Uitgaven na eerste waardering ,,5
0205010.05,Investeringen door overnames ,,5
0205010.12,Herclassificaties van en naar vastgoed verkocht onder voorwaarden,,5
0205010.16,Overboekingen naar vastgoed in ontwikkeling bestemd voor eigen exploitaties,,5
0205010.17,Overboekingen van en naar voorraden en vastgoed voor eigen gebruik,,5
0205010.06,Desinvesteringen ,,5
0205010.13,Afstotingen,,5
0205010.08,Omrekeningsverschillen ,,5
0205010.09,Overboekingen ,,5
0205010.10,Overige mutaties ,,5
0205010.14,Herclassificaties naar vastgoed Niet Daeb,,5
0205010.18,Herclassificaties van vastgoed Niet Daeb,,5
0205015.01,Beginbalans (overname eindsaldo vorig jaar) vastgoedbeleggingen in exploitatie,,5
0205015.02,Initiële verkrijgingen ,,5
0205015.11,Uitgaven na eerste waardering ,,5
0205015.05,Investeringen door overnames ,,5
0205015.12,Herclassificaties van en naar vastgoed verkocht onder voorwaarden,,5
0205015.06,Desinvesteringen ,,5
0205015.13,Afstotingen,,5
0205015.08,Omrekeningsverschillen ,,5
0205015.09,Overboekingen ,,5
0205015.10,Overige mutaties ,,5
0205015.14,Herclassificaties van en naar vastgoed Niet Daeb,,5
0205020.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0205020.02,Afschrijvingen ,,5
0205020.03,Afschrijving op desinvesteringen ,,5
0205020.04,Bijzondere waardeverminderingen ,,5
0205020.05,Terugneming van bijzondere waardeverminderingen ,,5
0205020.06,Desinvesteringen bijzondere waardeverminderingen,,5
0205020.07,Herclassificatie bijzondere waardevermindering en afschrijving,,5
0205030.01,Beginbalans (overname eindsaldo vorig jaar) ,,5
0205030.02,Resultaat als gevolg van aanpassingen van de reële waarde ,,5
0205030.03,Herwaarderingen sociaal vastgoed in exploitatie,,5
0205030.07,Overboekingen van vastgoed ontwikkeling herwaardering,,5
0205030.04,Desinvestering herwaarderingen,,5
0205030.05,Herclassificatie herwaarderingen,,5
0205030.08,Herclassificatie herwaarderingen van en naar vastgoed verkocht onder voorwaarden,,5
0205030.09,Overboekingen naar vastgoed in ontwikkeling bestemd voor eigen exploitatie,,5
0205030.10,Overboekingen van en naar voorraden en vastgoed voor eigen gebruik,,5
0205030.11,Herclassificatie herwaarderingen van vastgoed Niet Daeb,,5
0205030.12,Herclassificatie herwaarderingen naar vastgoed Niet Daeb,,5
0205030.13,Overige mutaties,,5
0205030.06,Effecten stelselwijziging,,5
0206010.01,Beginbalans commercieel vastgoed in exploitatie,,5
0206010.02,Initiële verkrijgingen ,,5
0206010.11,Uitgaven na eerste waardering ,,5
0206010.15,Overboekingen van vastgoed ontwikkeling niet-Daeb,,5
0206010.05,Aankopen door overnames commercieel vastgoed in exploitatie,,5
0206010.12,Herclassificaties van en naar vastgoed verkocht onder voorwaarden,,5
0206010.16,Overboekingen naar vastgoed ontwikkeling bestemd voor eigen exploitatie,,5
0206010.17,Overboekingen van en naar voorraden en vastgoed voor eigen gebruik,,5
0206010.18,Herclassificaties van vastgoed Daeb,,5
0206010.06,Desinvesteringen commercieel vastgoed in exploitatie,,5
0206010.13,Afstotingen,,5
0206010.08,Omrekeningsverschillen commercieel vastgoed in exploitatie,,5
0206010.09,Overboekingen commercieel vastgoed in exploitatie,,5
0206010.10,Overige mutaties commercieel vastgoed in exploitatie,,5
0206010.14,Herclassificaties naar vastgoed Daeb,,5
0206015.01,Beginbalans commercieel vastgoed in exploitatie,,5
